name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
Pleasanton ClubFit: Duathlon part III,4989,3.100020878,1580,1580,0,0,Run,2016-01-07T01:56:07Z,FALSE,TRUE,g967965,3.158,7.06425652,0,0,,,,,,
"Pleasanton ClubFit: Duathlon, part I",4989,3.100020878,1687,1687,0,0,Run,2016-01-07T01:52:42Z,FALSE,TRUE,g967965,2.957,6.61463158,0,0,,,,,,
Pleasanton ClubFit: Duathlon part II,13679.5,8.500047224,1800,1800,0,0,Ride,2016-01-07T01:51:37Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
Pleasanton ClubSport: good spin class.,33796.3,21.00004722,4500,4500,0,0,Ride,2016-01-06T02:32:27Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
Pleasanton: lots of long walks this week.,3218.7,2.000007456,1800,1800,0,0,Walk,2016-01-05T23:50:00Z,FALSE,TRUE,g967965,1.788,3.99964872,0,0,,,,,,
Pleasanton: holy hill Batman!,8775.5,5.452842897,3863,4333,170.3,558.727052,Run,2016-01-05T00:03:33Z,FALSE,FALSE,g967965,2.272,5.08232768,4.7,10.513618,77.5,,,,,
"Pleasanton, CA walk ""home""",1845.3,1.146616261,990,1012,0,0,Walk,2016-01-04T23:30:05Z,FALSE,FALSE,g967965,1.864,4.16965616,3.8,8.500372,,,,,,
DTW: making due. Terminal A x 2.,3218.7,2.000007456,1500,1500,0,0,Walk,2016-01-03T19:19:09Z,FALSE,TRUE,g967965,2.146,4.80047324,0,0,,,,,,
Portage: rest of the run.,1126.5,0.699974648,420,420,0,0,Run,2016-01-02T23:19:10Z,FALSE,TRUE,g967965,2.682,5.99947308,0,0,,,,,,
"Portage: GPS died, exploring.",9861.1,6.127403464,3629,3672,0,0,Run,2016-01-02T21:16:15Z,FALSE,FALSE,g967965,2.717,6.07776598,6.5,14.54011,83.3,,,,,
Peloton: 45:00 and 1:00:00 bests.,38785.3,24.1000681,3600,3600,0,0,Ride,2016-01-02T01:58:47Z,FALSE,TRUE,b2468160,10.774,24.10079156,0,0,,,,,,
Portage: starting the speed building process again.,4953.4,3.077900064,1325,1335,0,0,Run,2015-12-31T17:24:59Z,FALSE,FALSE,g652180,3.738,8.36168172,5.3,11.855782,88.6,,,,,
"Peloton: double class, 526KJ then 532KJ.",54717.8,34.00006462,7200,7200,0,0,Ride,2015-12-30T22:37:24Z,FALSE,TRUE,b2468160,7.6,17.000744,0,0,,,,,,
Portage: SchrierPark exploration.,6449.9,4.007782053,2215,2215,0,0,Run,2015-12-30T16:37:13Z,FALSE,FALSE,g652180,2.912,6.51396928,3.7,8.276678,84.4,,,,,
Peloton: tired.,27358.9,17.00003231,3000,3000,0,0,Ride,2015-12-29T17:57:25Z,FALSE,TRUE,b2468160,9.12,20.4008928,0,0,,,,,,
Portage: mmmm Bacon!,4995.3,3.103935517,1438,1438,0,0,Run,2015-12-28T12:43:19Z,FALSE,FALSE,g967965,3.474,7.77112956,4.2,9.395148,86.7,,,,,
Peloton: hard easy ride.,20921.5,13.0000174,2700,2700,0,0,Ride,2015-12-27T21:36:05Z,FALSE,TRUE,b2468160,7.749,17.33404806,0,0,,,,,,
"Portage: exploring, way fun.",8132.4,5.053239084,2618,2717,0,0,Run,2015-12-27T18:35:24Z,FALSE,FALSE,g652180,3.106,6.94793564,3.8,8.500372,84,,,,,
Lisle: running with Zack,6443.9,4.004053826,1917,1917,12.2,40.026248,Run,2015-12-26T18:30:11Z,FALSE,FALSE,g967965,3.361,7.51835534,4.2,9.395148,86.4,,,,,
Peloton: happy with the 13 hard reps. The gray line is 400W.,32186.9,20.00001243,3900,3900,0,0,Ride,2015-12-24T15:46:29Z,FALSE,TRUE,b2468160,8.253,18.46146582,0,0,,,,,,
Bronson: to Portage rain ride.,61154,37.99933389,7847,7853,89.5,293.63518,Ride,2015-12-23T18:25:21Z,FALSE,FALSE,b1108192,7.793,17.43247342,12.5,27.96175,,278.2,,,,
Peloton: ~30:00 scenic + 30:00 PR: 521KJ @ 291W avg.,32186.9,20.00001243,3600,3600,0,0,Ride,2015-12-22T16:11:22Z,FALSE,TRUE,b2468160,8.941,20.00048054,0,0,,,,,,
Portage: Bacon loop CW.,4926.2,3.060998767,1479,1479,0,0,Run,2015-12-21T17:28:47Z,FALSE,FALSE,g652180,3.331,7.45124714,6.3,14.092722,84.3,,,,,
Peloton: somehow managed my 2nd best ride. 250W avg.,27358.9,17.00003231,3300,3300,0,0,Ride,2015-12-20T22:02:03Z,FALSE,TRUE,b2468160,8.291,18.54646954,0,0,,,,,,
Portage: South Shore loop CW.,8058.7,5.007444027,2409,2409,0,0,Run,2015-12-20T13:41:26Z,FALSE,FALSE,g652180,3.345,7.4825643,4.7,10.513618,86.3,,,,,
Peloton: part II - the long part.,27358.9,17.00003231,3600,3600,0,0,Ride,2015-12-19T15:38:39Z,FALSE,TRUE,b2468160,7.6,17.000744,0,0,,,,,,
Peloton: part I of II. Hard part.,24140.2,15.00002485,2700,2700,0,0,Ride,2015-12-19T14:49:04Z,FALSE,TRUE,b2468160,8.941,20.00048054,0,0,,,,,,
Portage: Bacon loop CCW.,4835.7,3.004764674,1451,1451,0,0,Run,2015-12-18T20:43:10Z,FALSE,FALSE,g967965,3.333,7.45572102,4.2,9.395148,85.3,,,,,
"Peloton Bike: semi recovery. Fourth overall, 244W avg.",27680.8,17.2000517,2700,2700,0,0,Ride,2015-12-18T11:44:01Z,FALSE,TRUE,b2468160,10.252,22.93310888,0,0,,,,,,
"Peloton: best ride so far. 271W, 301W for first 20:00.",32186.9,20.00001243,3600,3600,0,0,Ride,2015-12-17T12:53:26Z,FALSE,TRUE,b2468160,8.941,20.00048054,0,0,,,,,,
LAF: short brick,0,0,1028,1028,0,0,Run,2015-12-16T12:16:49Z,FALSE,TRUE,g967965,0,0,0,0,,,,,,
LAF: mix in it up. 156W avg.,27358.9,17.00003231,3600,3600,0,0,Ride,2015-12-16T11:33:28Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
MTB: First Portage ride - to Al Sabo Preserve.,43568.6,27.07227293,6081,6660,198,649.60632,Ride,2015-12-13T19:45:16Z,FALSE,FALSE,b575984,7.165,16.0276751,14.9,33.330406,,245.7,,,,17
Portage: Strava CR hunting with Tim.,9499.2,5.902529229,3115,3620,0,0,Run,2015-12-12T15:31:12Z,FALSE,FALSE,g967965,3.05,6.822667,7.8,17.448132,,,,,,
"LAF: long spin, mostly recovery.",38624.3,24.00002734,5100,5100,0,0,Ride,2015-12-11T11:20:53Z,FALSE,TRUE,b534975,7.573,16.94034662,0,0,,,,,,
LAF: easy treadmill jaunt.,4989,3.100020878,1884,1884,0,0,Run,2015-12-10T12:46:29Z,FALSE,TRUE,g967965,2.648,5.92341712,0,0,,,,,,
LAF: 5x 1:00/1:00 at 95% power was tough.,16093.5,10.00003728,2100,2100,0,0,Ride,2015-12-10T11:14:39Z,FALSE,TRUE,b534975,7.664,17.14390816,0,0,,,,,,
"LAF: 184W average, 40:00 stand.",27358.8,16.99997017,3600,3600,0,0,Ride,2015-12-09T13:10:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
"Peloton Bike: partial class w/u, then 2nd best 45:00 class.",40233.7,25.00006214,4500,4500,0,0,Ride,2015-12-06T21:35:21Z,FALSE,TRUE,b2468160,8.941,20.00048054,0,0,,,,,,
Hilton Chicago: moderate spin.,13679.5,8.500047224,1800,1800,0,0,Ride,2015-12-04T21:41:03Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
Chicago Hilton: indoor track run,4989,3.100020878,1327,1327,0,0,Run,2015-12-04T13:20:00Z,FALSE,TRUE,g967965,3.76,8.4108944,0,0,,,,,,
LAF: tired legs today.,33796.3,21.00004722,4500,4500,0,0,Ride,2015-12-03T16:55:20Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
LAF: warm up. Rapido!,3218.7,2.000007456,818,818,0,0,Run,2015-12-02T13:11:43Z,FALSE,TRUE,g967965,3.935,8.8023589,0,0,,,,,,
LAF: spin class.,27358.9,17.00003231,3600,3600,0,0,Ride,2015-12-02T12:25:57Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
"LAF: the ""I don't wanna run"" 5k.",4989,3.100020878,1775,1775,0,0,Run,2015-12-01T01:00:51Z,FALSE,TRUE,g967965,2.811,6.28803834,0,0,,,,,,
LAF: at some point I gotta go easy.,21726.2,13.5000348,2820,2820,0,0,Ride,2015-12-01T00:42:39Z,FALSE,TRUE,b534975,7.704,17.23338576,0,0,,,,,,
"Peloton: 5/155, 705kj, 262W avg. 163BPM avg.",28485.4,17.70000696,2700,2700,0,0,Ride,2015-11-29T22:05:45Z,FALSE,TRUE,b2468160,10.55,23.599717,0,0,,,,,,
Portage: South Shore loop.,8190.8,5.089527161,2415,2425,0,0,Run,2015-11-29T20:59:59Z,FALSE,FALSE,g967965,3.392,7.58770048,8.8,19.685072,,,,,,
Peloton: tough class after an hour run.,25105.8,15.60002088,2700,2700,0,0,Ride,2015-11-27T18:41:58Z,FALSE,TRUE,b2468160,9.298,20.79906812,0,0,,,,,,
Portage: first run at HOME. That loop was way longer than I thought.,12369.3,7.685926688,3702,3702,0,0,Run,2015-11-27T14:20:51Z,FALSE,FALSE,g652180,3.341,7.47361654,11.1,24.830034,85.1,,,,,
Peloton: hot room ride.,26554.2,16.50001491,2700,2700,0,0,Ride,2015-11-26T12:58:54Z,FALSE,TRUE,b2468160,9.835,22.0003049,0,0,,,,,,
Peloton: first Peloton Bike class.,26876.1,16.7000343,2700,2700,0,0,Ride,2015-11-26T00:43:45Z,FALSE,TRUE,b2468160,9.954,22.26650076,0,0,,,,,,
GLHF: reverse brick,16254.4,10.10001591,1800,1800,0,0,Ride,2015-11-23T17:13:01Z,FALSE,TRUE,b534975,9.03,20.1995682,0,0,,,,,,
GLHF: quick hit 2 miler,3218.7,2.000007456,820,820,0,0,Run,2015-11-23T17:00:19Z,FALSE,TRUE,g967965,3.925,8.7799895,0,0,,,,,,
GLHF: Duathlon part III - hard intervals.,4989,3.100020878,1491,1491,0,0,Run,2015-11-22T15:56:35Z,FALSE,TRUE,g967965,3.346,7.48480124,0,0,,,,,,
GLHF: Duathlon part II,28968.2,18.00000497,3600,3600,0,0,Ride,2015-11-22T14:49:39Z,FALSE,TRUE,b521467,8.047,18.00065618,0,0,,,,,,
"GLHF: Duathlon Sunday, part I.",4989,3.100020878,1310,1310,0,0,Run,2015-11-22T14:34:22Z,FALSE,TRUE,g967965,3.808,8.51826752,0,0,,,,,,
GLHF: 5k brick,4989,3.100020878,1644,1644,0,0,Run,2015-11-20T21:56:58Z,FALSE,TRUE,g967965,3.035,6.7891129,0,0,,,,,,
GLF: 1/2 hour Matrix record.,17541.9,10.90003132,1800,1800,0,0,Ride,2015-11-20T21:18:38Z,FALSE,TRUE,b534975,9.746,21.80121724,0,0,,,,,,
"LAF: tough spin, lots of standing.",35405.6,22.00001988,4620,4620,0,0,Ride,2015-11-18T12:30:53Z,FALSE,TRUE,b534975,7.664,17.14390816,0,0,,,,,,
"SDT: quick recovery spin, 5 am is almost here.",8851.4,5.500004971,1200,1200,0,0,Ride,2015-11-18T03:25:25Z,FALSE,TRUE,b1108192,7.376,16.49966944,0,0,,,,,,
SDT: speed work,3218.7,2.000007456,815,815,0,0,Run,2015-11-18T03:08:25Z,FALSE,TRUE,g967965,3.949,8.83367606,0,0,,,,,,
LAF: short brick,1609.4,1.000034797,472,472,0,0,Run,2015-11-17T00:29:45Z,FALSE,TRUE,g967965,3.41,7.6279654,0,0,,,,,,
LAF: Watts - 5:00 w/u + 35:00 = 205W,20921.5,13.0000174,2700,2700,0,0,Ride,2015-11-16T23:51:57Z,FALSE,TRUE,b534975,7.749,17.33404806,0,0,,,,,,
"Springfield: Warm, sunny 10k. First 10k in a while.",9983.6,6.203521435,3163,3163,38.5,126.31234,Run,2015-11-15T15:46:57Z,FALSE,FALSE,g967965,3.156,7.05978264,4,8.94776,83.5,,,,,
LAF: easy brick,3218.7,2.000007456,1064,1064,0,0,Run,2015-11-14T20:08:54Z,FALSE,TRUE,g967965,3.025,6.7667435,0,0,,,,,,
LAF: spin class+,37015,23.00005468,4800,4800,0,0,Ride,2015-11-14T19:05:54Z,FALSE,TRUE,b1108192,7.711,17.24904434,0,0,,,,,,
Springfield: Windy five...,8062.2,5.009618826,2506,2506,13.8,45.275592,Run,2015-11-13T00:57:27Z,FALSE,FALSE,g967965,3.217,7.19623598,4.2,9.395148,82.8,,,,,
LAF: 10:00 incr + 40:00 stand + 5:00 cool down.,25749.6,16.00005965,3300,3300,0,0,Ride,2015-11-12T11:03:29Z,FALSE,TRUE,b534975,7.803,17.45484282,0,0,,,,,,
LAF: tough spin!,25749.5,15.99999751,3300,3300,0,0,Ride,2015-11-10T17:00:00Z,FALSE,TRUE,b534975,7.803,17.45484282,0,0,,,,,,
"ALD: Precor 30:00, 3.43 mi in final 10:00.",15127.9,9.400041259,1800,1800,0,0,Ride,2015-11-09T22:55:40Z,FALSE,TRUE,b1108192,8.404,18.79924376,0,0,,,,,,
Abraham Lincoln Doubletree: easy tready 5k.,4989,3.100020878,1624,1624,0,0,Run,2015-11-09T22:25:39Z,FALSE,TRUE,g967965,3.072,6.87187968,0,0,,,,,,
GLHF: rolling hills. Those are rolling hills. Hills.,31060.4,19.30003778,3600,3600,0,0,Ride,2015-11-07T16:59:58Z,FALSE,TRUE,b1108192,8.628,19.30031832,0,0,,,,,,
"GLHF: ""...benign indifference..."" for speed.",4989,3.100020878,1456,1456,0,0,Run,2015-11-07T15:28:30Z,FALSE,TRUE,g967965,3.426,7.66375644,0,0,,,,,,
MTB: Wattles to Colon back via M86.,28407.2,17.65141573,3858,3858,100,328.084,Ride,2015-11-06T13:21:46Z,FALSE,FALSE,b1108192,7.363,16.47058922,12.3,27.514362,,247,,,,17
LAF: a little easier spin.,20921.5,13.0000174,2700,2700,0,0,Ride,2015-11-04T13:49:33Z,FALSE,TRUE,b534975,7.749,17.33404806,0,0,,,,,,
LAF: hell of a power spin.,20921.5,13.0000174,2700,2700,0,0,Ride,2015-11-03T11:50:00Z,FALSE,TRUE,b534975,7.749,17.33404806,0,0,,,,,,
GLHF: Matrix #hourrecord,33152.6,20.60007059,3600,3600,0,0,Ride,2015-11-01T16:33:16Z,FALSE,TRUE,b1108192,9.209,20.59998046,0,0,,,,,,
GLHF: easy spinning of the run.,13679.5,8.500047224,1800,1800,0,0,Ride,2015-10-31T20:02:17Z,FALSE,TRUE,b1108192,7.6,17.000744,0,0,,,,,,
GLHF: time to shed some lbs...,4184.3,2.60000348,1115,1115,0,0,Run,2015-10-31T19:48:10Z,FALSE,TRUE,g967965,3.753,8.39523582,0,0,,,,,,
LAF: 40/20s and 2x Tabatas (and a 10:00 stand).,20921.5,13.0000174,2700,2700,0,0,Ride,2015-10-29T15:58:34Z,FALSE,TRUE,b534975,7.749,17.33404806,0,0,,,,,,
LAF: Easier spin today.,24140.2,15.00002485,2700,2700,0,0,Ride,2015-10-28T11:00:00Z,FALSE,TRUE,b1108192,8.941,20.00048054,0,0,,,,,,
LAF: very tough spin. Instructor is an idiot.,25749.5,15.99999751,3300,3300,0,0,Ride,2015-10-27T11:00:00Z,FALSE,TRUE,b1108192,7.803,17.45484282,0,0,,,,,,
LAF: little sumpin after spin.,1609.4,1.000034797,524,524,0,0,Run,2015-10-26T23:53:36Z,FALSE,TRUE,g967965,3.071,6.86964274,0,0,,,,,,
LAF: Keiser bike - lots of standing spin.,27358.9,17.00003231,3300,3300,0,0,Ride,2015-10-26T23:06:07Z,FALSE,TRUE,b534975,8.291,18.54646954,0,0,,,,,,
"CrossFit Livewire: Barbells For Boobs, Amazing Grace",0,0,900,900,0,0,Crossfit,2015-10-24T15:30:15Z,FALSE,TRUE,,0,0,0,0,,,,,,
GLHF: Matrix easy short spin.,14484.1,9.000002485,1800,1800,0,0,Ride,2015-10-24T13:18:09Z,FALSE,TRUE,b1108192,8.047,18.00065618,0,0,,,,,,
GLHF: felt good on the trendy today.,4989,3.100020878,1351,1351,0,0,Run,2015-10-24T12:49:32Z,FALSE,TRUE,g967965,3.693,8.26101942,0,0,,,,,,
GLHF: Matrix all out. #halfhourrecord,17220,10.70001193,1800,1800,0,0,Ride,2015-10-23T18:30:00Z,FALSE,TRUE,b1108192,9.567,21.40080498,0,0,,,,,,
LAF: 2 x tabata highlight of the spin,33796.3,21.00004722,2880,2880,0,0,Ride,2015-10-20T12:27:22Z,FALSE,TRUE,b534975,11.735,26.2504909,0,0,,,,,,
Springfield: Good times running with Greg and Chelsea.,7090.7,4.405956713,2129,2152,0,0,Run,2015-10-19T22:35:26Z,FALSE,FALSE,g967965,3.331,7.45124714,4.5,10.06623,85,,,,,
Chicago: to/from office from hotel.,3540.6,2.200026843,2100,2100,0,0,Walk,2015-10-16T22:43:45Z,FALSE,TRUE,g967965,1.686,3.77148084,0,0,,,,,,
LAF: Teaching spin again. Crazy mileage. What?,47153.8,29.30001292,3600,3600,0,0,Ride,2015-10-15T09:00:00Z,FALSE,TRUE,b534975,13.098,29.29944012,0,0,,,,,,
Springfield: Nice early bird run.,6454.4,4.010578223,1953,1986,0,0,Run,2015-10-14T10:31:42Z,FALSE,FALSE,g967965,3.305,7.3930867,7.1,15.882274,83.1,,,,,
LAF: Keiser #2015hourrecord,40877.4,25.40003877,3600,3600,0,0,Ride,2015-10-12T23:02:13Z,FALSE,TRUE,b1108192,11.355,25.4004537,0,0,,,,,,
Bronson: a little bit quicker...,6101.2,3.791109918,1784,1784,36.7,120.406828,Run,2015-10-11T19:08:23Z,FALSE,FALSE,g967965,3.42,7.6503348,4.2,9.395148,84.3,,,,,
MTB: to the Portage house.,56389.7,35.03893512,7449,7449,159,521.65356,Ride,2015-10-10T17:50:48Z,FALSE,FALSE,b635473,7.57,16.9336358,10.4,23.264176,,258.1,,,,20
To/From Office,3540.6,2.200026843,1800,1800,0,0,Walk,2015-10-09T20:03:03Z,FALSE,TRUE,g967965,1.967,4.40006098,0,0,,,,,,
"Springfield: Out and back, silence.",5202.5,3.232683628,1500,1512,0,0,Run,2015-10-08T09:28:34Z,FALSE,FALSE,g967965,3.468,7.75770792,6.7,14.987498,,,,,,
LAF: like a Chevy Chase spin...,40716.5,25.30006015,3600,3600,0,0,Ride,2015-10-06T10:54:39Z,FALSE,TRUE,b534975,11.31,25.2997914,0,0,,,,,,
GLHF: Matrix fitness test.,19312.2,12.00004474,2100,2100,0,0,Ride,2015-10-04T14:33:10Z,FALSE,TRUE,b521467,9.196,20.57090024,0,0,,,,,,
GLHF: Easy tready warm-up.,3218.7,2.000007456,1033,1033,0,0,Run,2015-10-04T14:15:35Z,FALSE,TRUE,g967965,3.116,6.97030504,0,0,,,,,,
Bronson: longest run in a while.,8055.7,5.005579913,2479,2479,17.6,57.742784,Run,2015-10-02T18:09:24Z,FALSE,FALSE,g967965,3.25,7.270055,4.2,9.395148,83.9,,,,,
Lincoln Doubletree 5k,4989,3.100020878,1537,1537,0,0,Run,2015-10-01T12:24:06Z,FALSE,TRUE,g967965,3.246,7.26110724,0,0,,,,,,
"LAF: Keiser spin, 1/2 class, 1/2 kick ass.",39589.9,24.60002336,3600,3600,0,0,Ride,2015-09-28T23:17:53Z,FALSE,TRUE,b534975,10.997,24.59962918,0,0,,,,,,
MTB: Pre-dawn tour of RIver Bends and CR Park with Josh.,26045.1,16.18367484,5699,5852,92,301.83728,Ride,2015-09-26T09:42:10Z,FALSE,FALSE,b1108192,4.57,10.2228158,8.8,19.685072,,119.6,,,,13
Auburn Hills: Goodbye CRT.,4999.2,3.106358864,1533,1536,0,0,Run,2015-09-25T23:03:12Z,FALSE,FALSE,g967965,3.261,7.29466134,4.3,9.618842,83.4,,,,,
MTB: Springfield.,19307,11.99681361,2415,2445,56,183.72704,Ride,2015-09-23T22:50:51Z,FALSE,FALSE,b1108192,7.995,17.8843353,12.6,28.185444,,289,,,,23
LAF: Keiser bike spin,24140.2,15.00002485,3000,3000,0,0,Ride,2015-09-23T02:18:17Z,FALSE,TRUE,b534975,8.047,18.00065618,0,0,,,,,,
MTB: Springfield: Ride the walking / riding trail. ,19312.1,11.9999826,3000,3000,0,0,Ride,2015-09-21T23:10:00Z,FALSE,TRUE,b1108192,6.437,14.39918278,0,0,,,,,,
"MTB: The Jungle. Climbs that damn hill, but my Garmin was dead. Of course.",27358.9,17.00003231,6180,6180,0,0,Ride,2015-09-18T20:01:02Z,FALSE,TRUE,b1108192,4.427,9.90293338,0,0,,,,,,
MTB: Bloomer with Josh - the guy who called the ambulance after my crash. #surreal,28502.2,17.710446,5945,7205,208,682.41472,Ride,2015-09-16T18:55:40Z,FALSE,FALSE,b1108192,4.794,10.72389036,11,24.60634,,145.1,,,,28
Auburn Hills: first real run post crash. I will take it.,4991.5,3.101574306,1418,1418,0,0,Run,2015-09-16T15:23:23Z,FALSE,FALSE,g967965,3.52,7.8740288,4.4,9.842536,84.7,,,,,
MTB: Could NOT get up that ONE DAMN HILL!! #thejungle,12440.8,7.730354728,3012,3759,210,688.9764,Ride,2015-09-14T21:11:37Z,FALSE,FALSE,b1108192,4.13,9.2385622,10.1,22.593094,,133.8,,,,24
WBVG: Hills on the recumbent.,25910.4,16.09997614,3600,3600,0,0,Ride,2015-09-11T14:50:00Z,FALSE,TRUE,b1108192,7.197,16.09925718,0,0,,,,,,
LTF Vestavia Hills: coolio ,13357.6,8.300027837,1620,1620,0,0,Ride,2015-09-08T23:17:34Z,FALSE,TRUE,b534975,8.245,18.4435703,0,0,,,,,,
LTF Vestavia Hills: Best spin here. 217W avg.,36371.2,22.60001591,3600,3600,0,0,Ride,2015-09-08T22:18:06Z,FALSE,TRUE,b534975,10.103,22.59980482,0,0,,,,,,
"MTB: Bloomer, because f*** that. #redemption",32791.4,20.37563131,6181,6898,211,692.25724,Ride,2015-09-07T16:20:44Z,FALSE,FALSE,b1108192,5.305,11.8669667,10.5,23.48787,,164.2,,,,32
ParkShore Resort: Gigging and lifting.,0,0,3600,3600,0,0,Workout,2015-09-06T09:50:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
ParkShore Resort: hills on the recumbent.,27358.9,17.00003231,3600,3600,0,0,Ride,2015-09-05T11:39:16Z,FALSE,TRUE,b521467,7.6,17.000744,0,0,,,,,,
MTB: Bronson loop.,33240.6,20.65475125,4612,4612,76,249.34384,Ride,2015-09-03T15:29:47Z,FALSE,FALSE,b635473,7.207,16.12162658,11.9,26.619586,,217.3,,,,
RDB: Garmin still sucks. Decent Bronson ride.,32186.9,20.00001243,3840,3840,0,0,Ride,2015-09-01T16:40:00Z,FALSE,TRUE,b1395475,8.382,18.75003108,0,0,,,,,,
MTB: Cycling was a good idea.,17533.3,10.89468752,2536,2536,28,91.86352,Ride,2015-08-31T19:46:27Z,FALSE,FALSE,b635473,6.914,15.46620316,9.8,21.922012,,216.3,,,,
Bronson: Running was a bad idea.,720.1,0.447449396,213,213,0,0,Run,2015-08-31T19:28:41Z,FALSE,FALSE,g967965,3.381,7.56309414,4.4,9.842536,84.4,,,,,
"MTB: Truly, a RECOVERY ride. Damn that felt good.",24372.7,15.14449366,3627,3807,67,219.81628,Ride,2015-08-27T15:55:33Z,FALSE,FALSE,b1108192,6.72,15.0322368,8.5,19.01399,,207.2,,,,19
WBVG: Never give up. 10x :40/:20. It's not cycling but it beats the recliner.,33474.4,20.80002784,3600,3600,0,0,Ride,2015-08-26T16:26:40Z,FALSE,TRUE,b521467,9.298,20.79906812,0,0,,,,,,
Bethany Beach: walk from the beach with Jill.,1615.6,1.003887298,1280,1356,0,0,Walk,2015-08-22T21:23:48Z,FALSE,FALSE,g559148,1.262,2.82301828,3,6.71082,,,,,,
Bethany Beach: Walk to breakfast,1623,1.008485445,1187,1193,0,0,Run,2015-08-22T14:46:35Z,FALSE,FALSE,g559148,1.367,3.05789698,7.9,17.671826,,,,,,
Bethany Beach: Walking in the sand with Jill,3218.7,2.000007456,1800,1800,0,0,Walk,2015-08-21T22:38:58Z,FALSE,TRUE,g559148,1.788,3.99964872,0,0,,,,,,
Bethany Beach: Long walk with Jill,4858.6,3.018994075,3415,4099,0,0,Run,2015-08-20T17:43:40Z,FALSE,FALSE,g559148,1.423,3.18316562,1.9,4.250186,54.9,,,,,
"MTB: After my wreck, some rather desperate riding to civilization.",1335.4,0.82977909,334,478,6,19.68504,Ride,2015-08-14T19:40:37Z,FALSE,FALSE,b575984,3.998,8.94328612,5.1,11.408394,,101,,,,28
MTB: To Bloomer then WIPEOUT,21489,13.35264555,3559,3686,115,377.2966,Ride,2015-08-14T18:21:16Z,FALSE,FALSE,b575984,6.038,13.50664372,10.9,24.382646,,218.7,,,,30
"LTF: Vestavia Hills. Sweat-a-thon spin. 178W, 88RPM",33152.5,20.60000845,3600,3600,0,0,Ride,2015-08-13T00:20:00Z,FALSE,TRUE,b534975,9.209,20.59998046,0,0,,,,,,
Birmingham: 5k before spin. HOT OUT.,5001.7,3.107912292,1598,1684,0,0,Run,2015-08-12T21:52:05Z,FALSE,FALSE,g559148,3.13,7.0016222,4.2,9.395148,83.4,,,,,
LTF AL: that hurt.,33152.6,20.60007059,3600,3600,0,0,Ride,2015-08-11T23:22:45Z,FALSE,TRUE,b534975,9.209,20.59998046,0,0,,,,,,
Birmingham: hot run to LTF.,970,0.602730056,282,289,0,0,Run,2015-08-11T22:35:41Z,FALSE,FALSE,g559148,3.44,7.6950736,4.4,9.842536,74.5,,,,,
Birmingham SpringHill: recovery short spin.,8046.7,4.999987573,1200,1200,0,0,Ride,2015-08-11T00:29:11Z,FALSE,TRUE,b521467,6.706,15.00091964,0,0,,,,,,
"Birmingham, AL: more hills, more heat, more awesome.",5234.2,3.252381094,1702,1722,127.1,416.994764,Run,2015-08-10T22:29:45Z,FALSE,FALSE,g559148,3.075,6.8785905,5.3,11.855782,81.9,,164.5,181,,
GLHF: Tready with speed work.,4989,3.100020878,1422,1422,0,0,Run,2015-08-09T16:41:20Z,FALSE,TRUE,g559148,3.508,7.84718552,0,0,,,,,,
"GLHF: Spin with Jill. Ahh, the Sunday routine.",20921.5,13.0000174,2700,2700,0,0,Ride,2015-08-09T16:19:13Z,FALSE,TRUE,b534975,7.749,17.33404806,0,0,,,,,,
Birmingham SpringHill Suites: Easy spin...,4828,2.999980116,900,900,0,0,Ride,2015-08-06T00:08:38Z,FALSE,TRUE,b521467,5.364,11.99894616,0,0,,,,,,
Birmingham (AL): Hot stuff y'all.,4674.1,2.90435109,1395,1395,10.3,33.792652,Run,2015-08-05T23:21:26Z,FALSE,FALSE,g559148,3.351,7.49598594,5.6,12.526864,83.5,,,,,
"LTF Vestavia Hills: Spin. 256W, 96RPM.",28807.3,17.90002635,2700,2700,0,0,Ride,2015-08-04T23:36:40Z,FALSE,TRUE,b534975,10.669,23.86591286,0,0,,,,,,
Birmingham (AL): Run to LTF,693.5,0.430920922,253,253,0,0,Run,2015-08-04T22:52:42Z,TRUE,FALSE,g559148,2.741,6.13145254,3.5,7.82929,85.7,,,,,
"Birmingham, Alabama: Run to LTF.",1172.3,0.728433449,436,436,28.3,92.847772,Run,2015-08-03T23:31:22Z,FALSE,FALSE,g559148,2.689,6.01513166,3.4,7.605596,81.4,,,,,
Birmingham: Run from LTF,1114.1,0.692269645,366,366,0,0,Run,2015-08-03T22:13:19Z,TRUE,FALSE,g559148,3.044,6.80924536,3.6,8.052984,81.1,,,,,
